world_id	title_en	title_zh	vision_en	vision_zh
b1cbe512-098e-4376-a049-5e9f1977d64a	Bunnyverse Descent	兔界坠落	A stranded human crosses dangerous regions of a strange rabbit realm, negotiates with eccentric factions, and resists a corrupting influence while seeking escape.	一名被困人类穿越奇异兔界的危险区域，与古怪派系谈判，并在寻找出口时抵抗腐化影响。
b3a74596-30ae-40c2-94e3-2ad226f46588	Codes of Flight	飞行秘典	An inventor crosses an alternate Renaissance city of gears and intrigue, using prototypes and stealth to protect stolen flight designs from conspirators.	一名发明家穿越充满齿轮与阴谋的架空文艺复兴城市，利用原型机与潜行保护被窃取的飞行设计。
b494d1b7-bdc9-44f6-8928-ed816c192e3b	The Runic Fist	符文之拳	A warrior spends memory or life force whenever ancient runes are used, balancing rival factions while searching for a way to stabilize a fading world.	一名战士每次使用古老符文都会损失记忆或生命力，必须平衡敌对派系并寻找稳定衰败世界的方法。
b65d7720-6353-4a7b-86fb-2d0bdc43a3d5	Shadows of Bangkok	曼谷暗影	A newcomer builds an underworld reputation in neon Bangkok through negotiation, combat, alliances, and careful responses to every consequence.	一名新人在霓虹曼谷通过谈判、战斗、联盟和谨慎应对后果建立地下声望。
b7a25ee7-2680-480a-a942-2402824c0df3	Tran Khoa: Street Legend	陈科：街头传奇	A young man with a hidden progression system navigates a violent city underworld and chooses whether new power will protect others or dominate them.	一名拥有隐藏成长系统的青年周旋于暴力都市地下世界，并决定新力量将用于保护他人还是统治他人。
b7e39476-51b5-49b8-b486-7aa42f3a3b78	Santa Ceniza: Echo of Oblivion	圣灰镇：遗忘回声	A traveler enters a cursed town where living and dead repeat routines, seeking a hidden flower before the colonial echo consumes another soul.	一名旅人进入生者与死者重复日常的诅咒小镇，必须在殖民回声吞噬灵魂前找到隐藏之花。
b9a6325d-5148-4921-8399-578470d3cb89	Thorgal and the Lightstorm	托加尔与光之风暴	A survivor crosses a world reclaimed by nature, gathers luminous fragments during storms, avoids traps, and decides whether light can return.	一名幸存者穿越被自然重新占据的世界，在风暴中收集发光碎片、避开陷阱，并决定光明能否回归。
bada876a-1fbc-4631-94f7-491450b52802	Shadows of the Round Kingdom	圆桌王国暗影	An ambitious figure builds reputation during a succession war, navigating court intrigue, territorial claims, and supernatural threats around a legendary capital.	一名野心家在王位继承战争中积累声望，周旋宫廷阴谋、领地争夺和传奇都城周围的超自然威胁。
bb9e3233-eae4-4b73-bea3-2db435fb693b	Shadows of Renaissance Florence	文艺复兴佛罗伦萨暗影	A rooftop operative uses stealth, parkour, crowds, and stolen clues to expose a secret order manipulating politics in Renaissance Florence.	一名屋顶行动者在文艺复兴佛罗伦萨利用潜行、跑酷、人群与窃取线索，揭露操纵政治的秘密组织。
bf511f9a-4b2a-4fd4-9c84-7eeee639af43	Alien Stronghold Breaker	外星堡垒破坏者	A brash defender battles through mutated city ruins and invader strongholds, managing health, ammunition, rage, and an expanding arsenal.	一名强悍守卫者穿过变异城市废墟与入侵者堡垒，管理生命、弹药、怒气和不断扩展的武器库。
bf85de00-be0f-4da5-b668-3b7adca423c3	Project Etna: The Green Code	埃特纳计划：绿色代码	A bioengineer crosses a dystopian island, rewrites living systems with enzymatic tools, and races to stop a virus and its controlling corporation.	一名生物工程师穿越反乌托邦岛屿，使用酶工具重写生命系统，并争分夺秒阻止病毒及控制它的企业。
c0ae8696-65d1-4897-af1c-b92a155db203	NEXUS-9: The Stack	枢纽九号：高塔区	A legally erased corporate agent survives a vertical cybercity, avoids algorithmic law enforcement, and decides whether to remain hidden or crash the system.	一名被法律抹除的企业特工在垂直赛博都市求生，躲避算法执法，并决定继续隐身还是摧毁系统。
c1fd79f4-c435-44e9-9a03-bafa71c7c06b	Shadows over Berlin	柏林上空的暗影	A journalist who investigated too deeply crosses nighttime Berlin, gathers evidence, and chooses whom to trust amid digital espionage.	一名调查过深的记者穿行夜间柏林、搜集证据，并在数字间谍网络中决定相信谁。
c3daa022-4401-4d8c-8b9f-da81951934fd	City of Awakening: Undercurrent	觉醒之城：暗流	A newly awakened resident investigates an urban conspiracy while balancing fragile sanity against predatory supernatural forces.	一名刚觉醒的居民调查都市阴谋，同时在脆弱理智与虎视眈眈的超自然势力之间维持平衡。
c8554510-11b9-416c-86fe-cce634b93ffd	Path of the Idol	偶像之路	A Bangkok newcomer enters a fiercely competitive entertainment industry, building skill, relationships, and reputation from a rare first opportunity.	一名曼谷新人凭借难得机会进入竞争激烈的娱乐行业，从零建立技能、人际关系和声望。
cb21eab5-7664-474d-a917-baf43c45bb68	Voice of Neon Seoul	霓虹首尔之声	An aspiring singer manages stamina, practice, agency pressure, and identity while making choices that define a path toward debut.	一名练习歌手管理体力、训练、经纪压力与自我认同，并通过选择决定出道道路。
cbafa539-b7af-4684-b094-b50494dc320b	Rustfall Frontier	锈落边境	A wasteland survivor builds leadership reputation by managing resources, forging alliances, defending settlements, and confronting rival powers.	一名废土幸存者通过管理资源、缔结联盟、保卫聚落和对抗敌对势力建立领袖声望。
cc16e360-74d7-4556-a559-fd55a6e21d36	Arseny's Digital Landing	阿尔谢尼的数字下乡	A freelance technologist moves to a strict rural household, pays debts, helps skeptical villagers with limited gadgets, and adapts to village life.	一名自由技术人员搬进规矩严格的乡村家庭，一边还债，一边用有限设备帮助怀疑科技的村民并适应生活。
cd3f9255-f909-4adb-bf0e-813afbf7e0a6	Echoes of the Galactic Republic	银河共和国回声	A gifted mediator shapes a galactic conflict by building alliances, mastering rare mental disciplines, and changing the balance among star systems.	一名天赋调停者通过建立联盟、掌握稀有心灵技艺并改变星系间力量平衡，影响银河冲突。
d83404c9-09ce-4f61-916a-59c8c61c6f42	Master of Shadows	暗影之主	A sharp observer rises through Rome's underworld by dealing with gangs, politicians, and business interests while reputation becomes the main currency.	一名敏锐观察者通过与帮派、政客和商业势力周旋在罗马地下世界崛起，而声望成为最重要的货币。
d84edb20-f994-4e2b-b218-95d6ca96ce0b	Prospector's Descent	勘探者坠落	A crash-landed outerworld prospector gathers rare materials, builds tools, survives toxic weather and predators, and seeks extraction.	一名坠毁在外星的勘探者收集稀有材料、制造工具、应对有毒天气和掠食者，并寻找撤离机会。
db8ee9b3-b2e8-44c0-becb-7a0705c88c08	Path of the Football Prodigy	足球新星之路	A gifted street footballer balances matches, scouting offers, exploitative agents, family choices, and the climb from concrete courts to a major stadium.	一名街头足球天才平衡比赛、球探邀约、逐利经纪人和家庭选择，从水泥球场一步步走向大型体育场。
dc42d6ef-4670-487a-b2ec-33178d16b4a1	Odyssey of Shadows	暗影奥德赛	An adventurer explores scattered islands, bargains with factions, and builds a legendary name while every action carries a lasting price.	一名冒险者探索群岛、与派系交易并建立传奇名声，而每项行动都会留下持久代价。
dcc1e3e9-c4be-40a3-baf0-f4ea86c84121	The Token Takedown	代币骗局终结行动	An investigator tracks an international digital-token fraud ring, follows financial evidence, protects victims, and searches for the network's central server.	一名调查员追踪跨国数字代币诈骗集团、梳理资金证据、保护受害者，并寻找网络的中央服务器。
dd73f36c-f454-409f-85ff-8f9cb1e7f5bb	Awakening of the Black Forest	黑森林觉醒	A reserved investigator enters a paranoid forest community, gathers supernatural evidence, and manages sanity as the woods corrupt people and places.	一名冷静调查员进入充满疑惧的森林社区、收集超自然证据，并在森林腐化人与地点时管理理智。
de8cf280-7356-4cc9-8b64-682446a10183	Haiku Awakens: The Last Breath of Paris	俳句觉醒：巴黎最后一息	A hopeful youth crosses an industrialized occupied Paris with friends, resisting technological dependency and searching for lost human meaning.	一名充满希望的青年与朋友穿越工业化占领下的巴黎，反抗技术依赖并寻找失落的人性意义。
e257cc0a-9d40-4688-b549-06dd6fe1025f	Lucas Rising: Neon Destiny	卢卡斯崛起：霓虹命运	A clever, charismatic youth navigates faction tension in a vibrant but dangerous metropolis, earning street respect and shaping a personal legacy.	一名聪明且有魅力的青年周旋于危险大都市的派系张力，通过赢得街头尊重塑造个人传奇。
e60606e3-abf8-4a6d-b403-749d7b060d5b	The Quest for Ellewyn	寻找艾勒温	A silver wolf crosses forests, ruins, and fortresses, recruits diverse allies, and races to rescue a captive princess before a dark ritual.	一只银狼穿越森林、遗迹与堡垒，招募不同盟友，并在黑暗仪式完成前救出被囚公主。
e6a0eafd-68b5-44e8-99b2-8ffb17dcfdfc	The Loop of Hollow Creek	空溪镇循环	A reluctant leader protects a town whose roads loop and whose nights release smiling predators, building trust while uncovering the cause.	一名不情愿的领袖保护道路循环、夜间出现微笑掠食者的小镇，并在建立信任的同时查明原因。
e74e6689-9338-40e0-82b8-782d57333c76	The Archmage's Return	大法师归来	After a century of study, a master mage enters a device-dependent world, protects a descendant, and rebuilds influence across three empires.	修行百年的大法师进入依赖魔法装置的世界，保护后代，并在三个帝国中重建影响力。
e8c3cfcb-b212-430f-87ad-4d095eb44cb8	Chronicle of the Dragon Continent	龙古风云录	A young orphan survives among nine martial sects through stealth, combat, alliances, and strategy while reputation determines every opportunity.	一名年幼孤儿在九大门派之间依靠潜行、战斗、结盟与谋略求生，而声望决定每次机会。
e8e5ea1e-eeed-411f-b44e-97ec720be17a	Gateway to the Golden Cities	黄金之城入口	A treasure hunter follows a lost fleet toward a legendary golden source, combining climbing, shooting, puzzles, and trusted allies against mercenaries.	一名寻宝者沿失落舰队线索追寻传奇黄金源头，结合攀爬、射击、谜题与可靠盟友对抗雇佣兵。
eb3330cc-9e9b-4677-9578-f7e9e6b1fd08	Ambition in Riyadh	利雅得雄心	A young entrepreneur starts with nothing in Riyadh, builds relationships across traditional markets and financial districts, and grows a personal enterprise.	一名年轻创业者在利雅得白手起家，往返传统市场与金融区建立关系，并发展自己的事业。
eb40bbb5-2b5a-46e6-a1e2-37fcb9b41549	Source Code: Corporate Shadow	源代码：企业暗影	A former memory-cleaning officer follows a digital trail through a corrupt neon city to stop a corporation from rewriting public identity.	一名前记忆清理警员沿数字痕迹穿越腐败霓虹城市，阻止企业改写公众身份。
eb5806bd-671c-46d5-a015-71845e22b33f	The Accidental Logistics Boss	意外的物流头目	A meticulous outsider accidentally joins a criminal logistics operation and must protect workers, expose the scheme, and survive law-enforcement pressure.	一名一丝不苟的外来者误入犯罪物流行动，必须保护员工、揭露骗局并承受执法压力。
eb7dd41b-ec30-4495-9959-cb4a43092d3f	Luma and the Lost Rainbow	露玛与失落彩虹	A silver unicorn recovers a missing rainbow glow by traveling through the woods, helping friends, and restoring color through kindness.	一只银色独角兽穿越森林、帮助朋友，并以善意恢复色彩，从而找回失落的彩虹光芒。
ed2a8256-1432-493d-b736-8b8473d39069	The Crayon of Creation	创世蜡笔	A colorful hand-drawn hero crosses a drained world, overcomes forces that suppress free will, and restores life one bright stroke at a time.	一名色彩鲜明的手绘英雄穿越褪色世界，对抗压制自由意志的力量，并用一道道亮色恢复生机。
ed587e8a-a0d3-498f-b913-49caa163d82e	Bangkok Hidden City: Spirit Shadows	曼谷秘城：灵影	A spirit-sensitive woman moves between Bangkok's daily streets and nightly spirit realm, solving hauntings and confronting an ancient threat below the city.	一名能感知灵体的女子往返曼谷白日街区与夜间灵界，解决闹灵事件并面对城市地下的古老威胁。
f010a68f-581e-40e1-8c4a-b4033436197c	The Eclipse of Valachia	瓦拉契亚之蚀	An occult hunter crosses a realm trapped in endless night, navigates rival vampire clans, unites human remnants, and seeks an artifact that can restore sunlight.	一名秘术猎人在永夜国度周旋吸血鬼氏族、联合人类残部，并寻找能让阳光回归的神器。
f02ce974-094c-48b7-9754-3f41b02e2908	Frank's Galactic Negotiation	弗兰克的银河谈判	An unlikely construction worker becomes Earth's alien interpreter, exploring crash sites, decoding messages, managing supplies, and trying to prevent war.	一名意外成为外星语言译员的建筑工人探索坠毁点、解码信息、管理补给，并尝试阻止战争。
f0f81e82-b51b-422c-9a01-ddfb6a819f86	Feline Fury: Citywide Mischief	猫咪狂潮：全城恶作剧	A highly intelligent cat stages elaborate city pranks, manages pursuit pressure, and plans one final stunt before escaping a dedicated task force.	一只高智商猫策划全城恶作剧、管理追捕压力，并在逃离专案组前完成最后一次大型行动。
f2478bce-3fbf-41ac-b335-3ae57d3ab25f	Echoes of the Island	孤岛回声	After a wreck, a reluctant leader rescues survivors, explores jungle ruins, manages health and sanity, and uncovers dangerous experiments.	事故后，一名不情愿的领袖营救幸存者、探索丛林遗迹、管理健康与理智，并揭开危险实验。
f260e4cb-a7cd-4a6f-8b1a-68dfe0495673	Guardian of the Spirit Realm	灵界守护者	A newly awakened guardian protects the boundary between living and spirit worlds, confronts ancient gods, and restores balance across cities and temples.	一名新觉醒的守护者保护现实与灵界边界、面对远古神灵，并在城市与寺庙间恢复平衡。
f391acd9-4b44-441b-a0f0-e9ebb803a241	Ember's Bubbly Adventure	恩柏的泡泡冒险	A gentle dragon who sneezes bubbles instead of fire explores a bright village, solves puzzles, helps neighbors, and discovers the value of an unusual gift.	一只只会打出泡泡而不会喷火的温柔小龙探索明亮村庄、解决谜题、帮助邻居，并理解独特天赋的价值。
f67e9e4c-16ac-4c85-9e92-af85e8775a44	Courage at the Desert Farmhouse	荒漠农舍的勇气	An anxious but resourceful protector defends an isolated farmhouse from surreal nightly threats using investigation, improvised tools, and loyalty.	一名焦虑却机敏的守护者利用调查、临时工具与忠诚，保护孤立农舍免受每夜出现的超现实威胁。
f9704434-9e29-4689-be55-5e41a221a8e4	Project Phoenix: Enemy Unknown	凤凰计划：未知来敌	A commander runs humanity's last defense against an adaptive alien invasion by deploying squads, researching captured technology, and managing global panic.	一名指挥官通过部署小队、研究缴获科技和管理全球恐慌，领导人类最后防线对抗会适应战术的外星入侵。
fcebec48-f574-46c1-93f6-bfccd2b8c6cd	The Great Waddle Adventure	摇摆企鹅大冒险	A young penguin crosses a hand-crafted clay world, solves problems through kindness and cleverness, and rallies animals to protect a changing frozen home.	一只小企鹅穿越手工黏土世界，以善意和聪明解决问题，并联合动物保护正在变化的冰雪家园。
fe1ef616-6e35-4d43-b60f-ef8122980287	The Academy of Unreason	无理学院	A new student studies real magic at a secretive academy, balances friendship against ambition, and risks forbidden spells to investigate a missing professor.	一名新生在秘密重重的学院学习真正魔法，在友情与野心间取舍，并冒险使用禁术调查失踪教授。
fe5768ac-5da9-468f-a62b-36b068fc06b4	Oakridge High: Committee Chaos	橡树岭高中：委员会乱局	A relaxed transfer student joins a chaotic school committee, handles campus incidents, and develops relationships before graduation.	一名随性的转学生加入混乱的校园委员会，处理校内事件，并在毕业前发展不同人际关系。
ffd8aed6-9afd-40df-b214-91ee008fd92a	Eternal Blade: Infernal Reckoning	永恒之刃：炼狱清算	A marked survivor crosses a demon-overrun world, trading, fighting, and influencing factions while searching for the source of an endless breach.	一名身负神秘印记的幸存者穿越恶魔横行的世界，通过交易、战斗与影响派系寻找无尽裂口的源头。
